"","last_three_batter","Out","Batting Order","pitch_number","inning","home_team","p_throws","stand","game_type","events","player_name","game_date"
"1559",1,1,9,37,3,"TB","L","L","R","strikeout","Ray, Robbie","2021-07-11"
"1558",1,1,1,41,3,"TB","L","L","R","field_out","Ray, Robbie","2021-07-11"
"1554",1,1,2,42,4,"TB","L","R","R","strikeout","Ray, Robbie","2021-07-11"
"1549",1,1,3,46,4,"TB","L","R","R","field_out","Ray, Robbie","2021-07-11"
"1543",1,1,4,51,4,"TB","L","L","R","field_out","Ray, Robbie","2021-07-11"
"1539",1,1,5,57,5,"TB","L","R","R","strikeout","Ray, Robbie","2021-07-11"
"1536",1,1,6,61,5,"TB","L","R","R","field_out","Ray, Robbie","2021-07-11"
"1531",1,1,7,64,5,"TB","L","L","R","strikeout","Ray, Robbie","2021-07-11"
"1525",1,1,8,69,6,"TB","L","R","R","strikeout","Ray, Robbie","2021-07-11"
"1521",1,1,9,75,6,"TB","L","L","R","strikeout","Ray, Robbie","2021-07-11"
"1518",1,1,1,79,6,"TB","L","L","R","field_out","Ray, Robbie","2021-07-11"
"1513",1,1,2,82,7,"TB","L","R","R","strikeout","Ray, Robbie","2021-07-11"
"1508",1,0,3,87,7,"TB","L","R","R","double","Ray, Robbie","2021-07-11"
"1506",0,1,4,92,7,"TB","L","L","R","fielders_choice_out","Ray, Robbie","2021-07-11"
"1497",0,1,5,94,7,"TB","L","R","R","field_out","Ray, Robbie","2021-07-11"
"1687",1,0,4,10,2,"TOR","L","R","R","walk","Ray, Robbie","2021-07-04"
"1685",0,0,5,17,2,"TOR","L","L","R","double","Ray, Robbie","2021-07-04"
"1680",0,1,6,19,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-07-04"
"1676",0,1,7,24,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-07-04"
"1672",0,1,8,28,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-07-04"
"1668",1,1,9,32,3,"TOR","L","R","R","strikeout","Ray, Robbie","2021-07-04"
"1663",1,1,1,36,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1660",1,1,2,41,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1658",1,0,3,44,4,"TOR","L","R","R","double","Ray, Robbie","2021-07-04"
"1654",0,1,4,46,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1648",0,1,5,50,4,"TOR","L","L","R","field_out","Ray, Robbie","2021-07-04"
"1647",0,1,6,56,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1641",1,1,7,57,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1639",1,1,8,63,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1634",1,0,9,65,5,"TOR","L","R","R","field_error","Ray, Robbie","2021-07-04"
"1632",0,1,1,70,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1628",0,0,2,72,6,"TOR","L","R","R","walk","Ray, Robbie","2021-07-04"
"1621",0,0,3,76,6,"TOR","L","R","R","home_run","Ray, Robbie","2021-07-04"
"1619",0,0,4,83,6,"TOR","L","R","R","double","Ray, Robbie","2021-07-04"
"1618",0,0,5,85,6,"TOR","L","L","R","double","Ray, Robbie","2021-07-04"
"1614",0,1,6,86,6,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1607",0,1,7,90,7,"TOR","L","R","R","strikeout","Ray, Robbie","2021-07-04"
"1605",0,1,8,97,7,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1600",1,1,9,99,7,"TOR","L","R","R","field_out","Ray, Robbie","2021-07-04"
"1769",0,1,4,20,1,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-29"
"1764",0,1,5,25,1,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1760",1,1,6,30,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1754",1,1,7,34,2,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-29"
"1752",1,1,8,40,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1751",1,1,9,42,3,"TOR","L","L","R","field_out","Ray, Robbie","2021-06-29"
"1749",1,1,1,43,3,"TOR","L","L","R","field_out","Ray, Robbie","2021-06-29"
"1746",1,1,2,45,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1743",1,1,3,48,4,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-29"
"1738",1,1,4,51,4,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-29"
"1735",1,1,5,56,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1733",1,1,6,59,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-29"
"1730",1,1,7,61,5,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-29"
"1729",1,0,8,64,5,"TOR","L","R","R","single","Ray, Robbie","2021-06-29"
"1723",0,1,9,65,5,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-29"
"1720",0,0,1,71,6,"TOR","L","L","R","single","Ray, Robbie","2021-06-29"
"1719",0,0,2,74,6,"TOR","L","R","R","single","Ray, Robbie","2021-06-29"
"1716",0,1,3,75,6,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-29"
"1715",0,0,4,78,6,"TOR","L","R","R","home_run","Ray, Robbie","2021-06-29"
"1709",0,1,5,79,6,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-29"
"1704",0,1,6,85,6,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-29"
"1874",0,1,4,13,1,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1872",0,1,5,16,2,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1869",1,1,6,18,2,"MIA","L","L","R","strikeout","Ray, Robbie","2021-06-23"
"1862",1,1,7,21,2,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1856",1,1,8,28,3,"MIA","L","R","R","strikeout","Ray, Robbie","2021-06-23"
"1854",1,0,9,34,3,"MIA","L","L","R","field_error","Ray, Robbie","2021-06-23"
"1851",0,1,1,36,3,"MIA","L","L","R","strikeout","Ray, Robbie","2021-06-23"
"1845",0,1,2,39,3,"MIA","L","R","R","strikeout","Ray, Robbie","2021-06-23"
"1843",0,1,3,45,4,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1838",1,1,4,47,4,"MIA","L","R","R","strikeout","Ray, Robbie","2021-06-23"
"1827",1,0,5,52,4,"MIA","L","R","R","walk","Ray, Robbie","2021-06-23"
"1825",0,1,6,63,4,"MIA","L","L","R","field_out","Ray, Robbie","2021-06-23"
"1821",0,0,7,65,5,"MIA","L","R","R","single","Ray, Robbie","2021-06-23"
"1816",0,1,8,69,5,"MIA","L","R","R","force_out","Ray, Robbie","2021-06-23"
"1813",0,1,9,74,5,"MIA","L","L","R","field_out","Ray, Robbie","2021-06-23"
"1812",0,1,1,77,5,"MIA","L","L","R","field_out","Ray, Robbie","2021-06-23"
"1808",1,0,2,78,6,"MIA","L","R","R","home_run","Ray, Robbie","2021-06-23"
"1805",0,1,3,82,6,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1803",0,1,4,85,6,"MIA","L","R","R","field_out","Ray, Robbie","2021-06-23"
"1800",0,0,5,87,6,"MIA","L","R","R","single","Ray, Robbie","2021-06-23"
"1794",0,1,6,90,6,"MIA","L","L","R","strikeout","Ray, Robbie","2021-06-23"
"1976",0,1,4,15,1,"BAL","L","R","R","strikeout","Ray, Robbie","2021-06-18"
"1971",0,1,5,20,1,"BAL","L","R","R","strikeout","Ray, Robbie","2021-06-18"
"1964",0,1,6,25,2,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1959",1,0,7,32,2,"BAL","L","R","R","walk","Ray, Robbie","2021-06-18"
"1952",0,1,8,37,2,"BAL","L","R","R","strikeout","Ray, Robbie","2021-06-18"
"1947",0,0,9,44,2,"BAL","L","R","R","single","Ray, Robbie","2021-06-18"
"1946",0,1,1,49,2,"BAL","L","L","R","field_out","Ray, Robbie","2021-06-18"
"1940",0,1,2,50,3,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1939",0,0,3,56,3,"BAL","L","R","R","single","Ray, Robbie","2021-06-18"
"1934",0,1,4,57,3,"BAL","L","R","R","force_out","Ray, Robbie","2021-06-18"
"1931",0,1,5,62,3,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1925",0,1,6,65,4,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1921",1,1,7,71,4,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1916",1,1,8,75,4,"BAL","L","R","R","strikeout","Ray, Robbie","2021-06-18"
"1909",1,0,9,80,5,"BAL","L","R","R","single","Ray, Robbie","2021-06-18"
"1903",0,0,1,87,5,"BAL","L","L","R","single","Ray, Robbie","2021-06-18"
"1895",0,1,2,93,5,"BAL","L","R","R","field_out","Ray, Robbie","2021-06-18"
"1890",0,0,3,101,5,"BAL","L","R","R","single","Ray, Robbie","2021-06-18"
"2069",0,0,4,12,2,"BOS","L","R","R","home_run","Ray, Robbie","2021-06-13"
"2064",0,1,5,15,2,"BOS","L","R","R","field_out","Ray, Robbie","2021-06-13"
"2063",0,1,6,20,2,"BOS","L","R","R","field_out","Ray, Robbie","2021-06-13"
"2058",0,1,7,21,2,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2055",1,1,8,26,3,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2052",1,1,9,29,3,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2050",1,1,1,32,3,"BOS","L","R","R","field_out","Ray, Robbie","2021-06-13"
"2043",1,1,2,34,4,"BOS","L","L","R","strikeout","Ray, Robbie","2021-06-13"
"2037",1,1,3,41,4,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2033",1,0,4,47,4,"BOS","L","R","R","walk","Ray, Robbie","2021-06-13"
"2027",0,1,5,51,4,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2025",0,0,6,57,5,"BOS","L","R","R","single","Ray, Robbie","2021-06-13"
"2022",0,1,7,59,5,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2020",0,0,8,62,5,"BOS","L","R","R","single","Ray, Robbie","2021-06-13"
"2018",0,1,9,64,5,"BOS","L","R","R","field_out","Ray, Robbie","2021-06-13"
"2017",0,0,1,66,5,"BOS","L","R","R","double","Ray, Robbie","2021-06-13"
"2014",0,1,2,67,5,"BOS","L","L","R","field_out","Ray, Robbie","2021-06-13"
"2012",0,1,3,70,6,"BOS","L","R","R","field_out","Ray, Robbie","2021-06-13"
"2008",0,1,4,72,6,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2001",1,0,5,76,6,"BOS","L","R","R","walk","Ray, Robbie","2021-06-13"
"1996",0,1,6,83,6,"BOS","L","R","R","strikeout","Ray, Robbie","2021-06-13"
"2170",0,1,4,11,1,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2168",1,1,5,16,2,"CWS","L","R","R","field_out","Ray, Robbie","2021-06-08"
"2162",1,0,6,18,2,"CWS","L","R","R","single","Ray, Robbie","2021-06-08"
"2161",0,1,7,24,2,"CWS","L","R","R","force_out","Ray, Robbie","2021-06-08"
"2154",0,1,8,25,2,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2153",0,1,9,32,3,"CWS","L","R","R","field_out","Ray, Robbie","2021-06-08"
"2148",1,1,1,33,3,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2147",1,1,2,38,3,"CWS","L","R","R","field_out","Ray, Robbie","2021-06-08"
"2141",1,1,3,39,4,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2136",1,1,4,45,4,"CWS","L","R","R","field_out","Ray, Robbie","2021-06-08"
"2132",1,0,5,50,4,"CWS","L","R","R","field_error","Ray, Robbie","2021-06-08"
"2128",0,1,6,54,4,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2123",0,1,7,58,5,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2118",0,1,8,63,5,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2117",1,0,9,68,5,"CWS","L","R","R","single","Ray, Robbie","2021-06-08"
"2110",0,1,1,69,5,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2105",0,1,2,76,6,"CWS","L","R","R","field_out","Ray, Robbie","2021-06-08"
"2104",0,0,3,81,6,"CWS","L","R","R","single","Ray, Robbie","2021-06-08"
"2101",0,1,4,82,6,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2095",0,1,5,85,6,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2090",0,1,6,91,7,"CWS","L","R","R","strikeout","Ray, Robbie","2021-06-08"
"2084",1,0,7,96,7,"CWS","L","R","R","home_run","Ray, Robbie","2021-06-08"
"2264",1,1,4,14,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2261",1,1,5,18,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2256",1,0,6,21,2,"TOR","L","R","R","single","Ray, Robbie","2021-06-01"
"2255",0,0,7,26,2,"TOR","L","L","R","single","Ray, Robbie","2021-06-01"
"2249",0,1,8,27,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2246",0,1,9,33,3,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2245",0,1,1,36,3,"TOR","L","L","R","field_out","Ray, Robbie","2021-06-01"
"2241",1,0,2,37,3,"TOR","L","R","R","single","Ray, Robbie","2021-06-01"
"2237",0,0,3,41,3,"TOR","L","R","R","single","Ray, Robbie","2021-06-01"
"2235",0,1,4,45,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-01"
"2229",0,0,5,47,4,"TOR","L","R","R","walk","Ray, Robbie","2021-06-01"
"2224",0,1,6,53,4,"TOR","L","R","R","grounded_into_double_play","Ray, Robbie","2021-06-01"
"2218",0,1,7,58,4,"TOR","L","L","R","strikeout","Ray, Robbie","2021-06-01"
"2217",0,1,8,64,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-06-01"
"2212",1,0,9,65,5,"TOR","L","R","R","walk","Ray, Robbie","2021-06-01"
"2206",0,1,1,70,5,"TOR","L","L","R","field_out","Ray, Robbie","2021-06-01"
"2205",0,0,2,76,5,"TOR","L","R","R","double","Ray, Robbie","2021-06-01"
"2200",0,1,3,77,5,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2190",0,0,4,82,6,"TOR","L","R","R","single","Ray, Robbie","2021-06-01"
"2187",0,1,5,92,6,"TOR","L","R","R","strikeout","Ray, Robbie","2021-06-01"
"2186",0,1,6,95,6,"TOR","L","R","R","grounded_into_double_play","Ray, Robbie","2021-06-01"
"2351",0,0,4,10,1,"NYY","L","R","R","double","Ray, Robbie","2021-05-27"
"2347",0,1,5,11,1,"NYY","L","R","R","strikeout","Ray, Robbie","2021-05-27"
"2341",0,1,6,15,2,"NYY","L","R","R","field_out","Ray, Robbie","2021-05-27"
"2339",0,1,7,21,2,"NYY","L","R","R","field_out","Ray, Robbie","2021-05-27"
"2337",1,1,8,23,2,"NYY","L","L","R","field_out","Ray, Robbie","2021-05-27"
"2333",1,1,9,25,3,"NYY","L","L","R","strikeout","Ray, Robbie","2021-05-27"
"2332",1,0,1,29,3,"NYY","L","R","R","single","Ray, Robbie","2021-05-27"
"2330",0,1,2,30,3,"NYY","L","R","R","field_out","Ray, Robbie","2021-05-27"
"2326",0,0,3,32,3,"NYY","L","R","R","home_run","Ray, Robbie","2021-05-27"
"2323",0,1,4,36,3,"NYY","L","R","R","field_out","Ray, Robbie","2021-05-27"
"2318",0,1,5,39,4,"NYY","L","R","R","strikeout","Ray, Robbie","2021-05-27"
"2310",0,0,6,44,4,"NYY","L","R","R","home_run","Ray, Robbie","2021-05-27"
"2305",0,1,7,52,4,"NYY","L","R","R","field_out","Ray, Robbie","2021-05-27"
"2299",0,1,8,57,4,"NYY","L","L","R","strikeout","Ray, Robbie","2021-05-27"
"2296",0,0,9,63,5,"NYY","L","L","R","field_error","Ray, Robbie","2021-05-27"
"2293",0,1,1,66,5,"NYY","L","R","R","strikeout","Ray, Robbie","2021-05-27"
"2288",0,0,2,69,5,"NYY","L","R","R","walk","Ray, Robbie","2021-05-27"
"2282",0,1,3,74,5,"NYY","L","R","R","sac_fly","Ray, Robbie","2021-05-27"
"2457",1,1,4,11,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2453",1,1,5,14,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2451",1,0,6,18,2,"TOR","L","L","R","double","Ray, Robbie","2021-05-22"
"2445",0,1,7,20,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2441",0,1,8,26,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2439",0,1,9,30,3,"TOR","L","L","R","field_out","Ray, Robbie","2021-05-22"
"2437",1,0,1,32,3,"TOR","L","R","R","field_error","Ray, Robbie","2021-05-22"
"2432",0,1,2,34,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2427",0,1,3,39,4,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-22"
"2419",0,1,4,44,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2416",1,1,5,52,4,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-22"
"2409",1,1,6,55,5,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-22"
"2405",1,0,7,62,5,"TOR","L","R","R","home_run","Ray, Robbie","2021-05-22"
"2403",0,0,8,66,5,"TOR","L","R","R","double","Ray, Robbie","2021-05-22"
"2401",0,1,9,68,5,"TOR","L","L","R","field_out","Ray, Robbie","2021-05-22"
"2398",0,1,1,70,5,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-22"
"2392",0,1,2,73,6,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2389",1,1,3,79,6,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-22"
"2387",1,0,4,82,6,"TOR","L","R","R","single","Ray, Robbie","2021-05-22"
"2382",0,1,5,84,6,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2377",0,1,6,89,7,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-22"
"2373",0,0,7,94,7,"TOR","L","R","R","double","Ray, Robbie","2021-05-22"
"2367",0,1,8,98,7,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-22"
"2362",0,1,9,104,7,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-22"
"2565",0,0,4,15,1,"TOR","L","R","R","single","Ray, Robbie","2021-05-16"
"2561",0,1,5,18,1,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-16"
"2555",0,1,6,22,1,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-16"
"2553",0,1,7,28,2,"TOR","L","L","R","field_out","Ray, Robbie","2021-05-16"
"2549",1,1,8,30,2,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-16"
"2544",1,1,9,34,2,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-16"
"2539",1,1,1,39,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-16"
"2533",1,1,2,44,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-16"
"2530",1,1,3,50,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-16"
"2525",1,1,4,53,4,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-16"
"2520",1,1,5,58,4,"TOR","L","L","R","strikeout","Ray, Robbie","2021-05-16"
"2517",1,0,6,63,4,"TOR","L","R","R","field_error","Ray, Robbie","2021-05-16"
"2513",0,0,7,66,4,"TOR","L","L","R","walk","Ray, Robbie","2021-05-16"
"2509",0,1,8,70,4,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-16"
"2507",0,0,9,74,5,"TOR","L","L","R","home_run","Ray, Robbie","2021-05-16"
"2499",0,0,1,76,5,"TOR","L","R","R","home_run","Ray, Robbie","2021-05-16"
"2497",0,0,2,84,5,"TOR","L","R","R","triple","Ray, Robbie","2021-05-16"
"2495",0,1,3,86,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-05-16"
"2494",0,0,4,88,5,"TOR","L","R","R","single","Ray, Robbie","2021-05-16"
"2489",0,1,5,89,5,"TOR","L","L","R","fielders_choice","Ray, Robbie","2021-05-16"
"2488",0,1,6,94,5,"TOR","L","R","R","grounded_into_double_play","Ray, Robbie","2021-05-16"
"2483",0,1,7,95,6,"TOR","L","L","R","field_out","Ray, Robbie","2021-05-16"
"2479",1,1,8,100,6,"TOR","L","R","R","strikeout","Ray, Robbie","2021-05-16"
"2471",1,0,9,104,6,"TOR","L","L","R","home_run","Ray, Robbie","2021-05-16"
"2667",0,0,4,9,1,"ATL","L","R","R","single","Ray, Robbie","2021-05-11"
"2662",0,1,5,15,1,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2656",0,1,6,20,1,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2650",0,1,7,26,2,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2644",1,1,8,32,2,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2640",1,1,9,38,2,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2635",1,0,1,42,3,"ATL","L","R","R","home_run","Ray, Robbie","2021-05-11"
"2634",0,0,2,47,3,"ATL","L","L","R","single","Ray, Robbie","2021-05-11"
"2630",0,1,3,48,3,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2625",0,1,4,52,3,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2617",0,1,5,57,4,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2616",1,1,6,65,4,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2611",1,1,7,66,4,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2607",1,1,8,71,5,"ATL","L","R","R","field_out","Ray, Robbie","2021-05-11"
"2604",1,1,9,75,5,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2600",1,1,1,78,5,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2596",1,1,2,82,6,"ATL","L","L","R","field_out","Ray, Robbie","2021-05-11"
"2593",1,0,3,86,6,"ATL","L","R","R","home_run","Ray, Robbie","2021-05-11"
"2589",0,1,4,89,6,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2583",0,1,5,93,6,"ATL","L","R","R","strikeout","Ray, Robbie","2021-05-11"
"2764",0,1,4,7,1,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2759",0,1,5,13,2,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2752",1,1,6,18,2,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2750",1,0,7,25,2,"OAK","L","R","R","single","Ray, Robbie","2021-05-05"
"2748",0,1,8,27,2,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2745",0,1,9,29,3,"OAK","L","L","R","strikeout","Ray, Robbie","2021-05-05"
"2742",0,1,1,32,3,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2736",1,0,2,35,3,"OAK","L","R","R","single","Ray, Robbie","2021-05-05"
"2732",0,1,3,41,3,"OAK","L","L","R","strikeout","Ray, Robbie","2021-05-05"
"2731",0,1,4,45,4,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2727",0,0,5,46,4,"OAK","L","R","R","home_run","Ray, Robbie","2021-05-05"
"2720",0,1,6,50,4,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2717",0,1,7,57,4,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2716",0,1,8,60,5,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2710",1,1,9,61,5,"OAK","L","L","R","field_out","Ray, Robbie","2021-05-05"
"2704",1,1,1,67,5,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2702",1,0,2,73,6,"OAK","L","R","R","double","Ray, Robbie","2021-05-05"
"2697",0,1,3,75,6,"OAK","L","L","R","field_out","Ray, Robbie","2021-05-05"
"2694",0,0,4,80,6,"OAK","L","R","R","single","Ray, Robbie","2021-05-05"
"2690",0,1,5,83,6,"OAK","L","R","R","strikeout","Ray, Robbie","2021-05-05"
"2682",0,1,6,87,6,"OAK","L","R","R","field_out","Ray, Robbie","2021-05-05"
"2860",1,1,4,11,2,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2856",1,0,5,12,2,"TOR","L","R","R","double","Ray, Robbie","2021-04-30"
"2852",0,1,6,16,2,"TOR","L","R","R","double_play","Ray, Robbie","2021-04-30"
"2843",0,1,7,20,3,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-30"
"2838",0,1,8,29,3,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2834",1,1,9,34,3,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-30"
"2831",1,1,1,38,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2827",1,1,2,41,4,"TOR","L","L","R","field_out","Ray, Robbie","2021-04-30"
"2824",1,1,3,45,4,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2822",1,1,4,48,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2817",1,1,5,50,5,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2813",1,1,6,55,5,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-30"
"2808",1,1,7,59,6,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2804",1,1,8,64,6,"TOR","L","R","R","field_out","Ray, Robbie","2021-04-30"
"2800",1,1,9,68,6,"TOR","L","R","R","strikeout","Ray, Robbie","2021-04-30"
"2794",1,0,1,72,7,"TOR","L","R","R","single","Ray, Robbie","2021-04-30"
"2792",0,1,2,78,7,"TOR","L","L","R","grounded_into_double_play","Ray, Robbie","2021-04-30"
"2789",0,0,3,80,7,"TOR","L","R","R","double","Ray, Robbie","2021-04-30"
"2782",0,0,4,83,7,"TOR","L","R","R","home_run","Ray, Robbie","2021-04-30"
"2777",0,0,5,90,7,"TOR","L","R","R","single","Ray, Robbie","2021-04-30"
"2955",0,1,4,7,1,"TB","L","R","R","strikeout","Ray, Robbie","2021-04-24"
"2952",1,1,5,11,2,"TB","L","R","R","field_out","Ray, Robbie","2021-04-24"
"2947",1,1,6,14,2,"TB","L","L","R","strikeout","Ray, Robbie","2021-04-24"
"2942",1,0,7,19,2,"TB","L","R","R","home_run","Ray, Robbie","2021-04-24"
"2938",0,1,8,24,2,"TB","L","R","R","strikeout","Ray, Robbie","2021-04-24"
"2932",0,1,9,28,3,"TB","L","L","R","field_out","Ray, Robbie","2021-04-24"
"2925",0,1,1,34,3,"TB","L","R","R","strikeout","Ray, Robbie","2021-04-24"
"2922",1,1,2,41,3,"TB","L","R","R","field_out","Ray, Robbie","2021-04-24"
"2919",1,1,3,44,4,"TB","L","L","R","field_out","Ray, Robbie","2021-04-24"
"2915",1,1,4,47,4,"TB","L","R","R","strikeout","Ray, Robbie","2021-04-24"
"2913",1,0,5,51,4,"TB","L","R","R","double","Ray, Robbie","2021-04-24"
"2911",0,1,6,53,4,"TB","L","L","R","field_out","Ray, Robbie","2021-04-24"
"2906",0,0,7,55,5,"TB","L","R","R","field_error","Ray, Robbie","2021-04-24"
